schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,home_favorite,away_favorite,over,team_away_current_win_pct,team_home_current_win_pct,team_home_lastseason_win_pct,team_away_lastseason_win_pct,team_home_division,team_away_division,division_game,elo_prob1,elo_prob2,result
2016-10-02,2016,4,0,JAX,30.0,27.0,IND,IND,-1.0,48.5,Wembley Stadium,1,58.0,6.0,,,0,1,1.0,0.3333333333333333,0.0,0.3125,0.5,AFC South,AFC South,1,0.336138976,0.663861024,1
2017-12-03,2017,13,0,JAX,30.0,10.0,IND,JAX,-9.5,41.0,EverBank Field,0,70.0,7.0,,,1,0,0.0,0.2727272727272727,0.6363636363636364,0.1875,0.5,AFC South,AFC South,1,0.753196457,0.246803543,1
2018-12-02,2018,13,0,JAX,6.0,0.0,IND,IND,-4.0,45.5,TIAA Bank Field,0,78.0,13.0,,Rain,0,1,0.0,0.5454545454545454,0.2727272727272727,0.625,0.25,AFC South,AFC South,1,0.493097196,0.506902804,1
2019-12-29,2019,17,0,JAX,38.0,20.0,IND,IND,-5.5,41.5,TIAA Bank Field,0,,,,,0,1,1.0,,,0.3125,0.625,AFC South,AFC South,1,0.393444098,0.606555902,1
2020-09-13,2020,1,0,JAX,27.0,20.0,IND,IND,-8.0,45.0,TIAA Bank Field,0,,,,,0,1,1.0,,,,,AFC South,AFC South,1,0.529966449,0.470033551,1
2022-01-09,2021,17,0,JAX,26.0,11.0,IND,IND,-14.0,43.0,TIAA Bank Field,0,76.0,19.0,60.0,,0,1,0.0,,,,,AFC South,AFC South,1,0.125891761,0.874108239,1
2022-09-18,2022,2,0,JAX,24.0,0.0,IND,IND,-3.0,43.5,TIAA Bank Field,0,,,,,0,1,0.0,,,,,AFC South,AFC South,1,0.317470389,0.682529611,1
2001-10-25,2001,7,0,KC,28.0,35.0,IND,IND,-3.0,47.5,Arrowhead Stadium,0,48.0,16.0,50.0,,0,1,1.0,0.4,0.16666666666666666,0.4375,0.625,AFC West,AFC South,0,0.482901341,0.517098659,0
2004-01-11,2003,19,1,KC,31.0,38.0,IND,KC,-3.0,53.0,Arrowhead Stadium,0,,,,,1,0,1.0,0.75,0.8125,0.5,0.625,AFC West,AFC South,0,0.558755497,0.441244503,0
2004-10-31,2004,8,0,KC,45.0,35.0,IND,IND,-1.0,56.5,Arrowhead Stadium,0,53.0,10.0,63.0,,0,1,1.0,0.6666666666666666,0.3333333333333333,0.8125,0.75,AFC West,AFC South,0,0.421190266,0.578809734,1
2012-12-23,2012,16,0,KC,13.0,20.0,IND,IND,-6.0,41.5,Arrowhead Stadium,0,36.0,6.0,74.0,,0,1,0.0,0.6428571428571429,0.14285714285714285,0.4375,0.125,AFC West,AFC South,0,0.326290876,0.673709124,0
2013-12-22,2013,16,0,KC,7.0,23.0,IND,KC,-7.0,46.5,Arrowhead Stadium,0,25.0,8.0,84.0,,1,0,0.0,0.6428571428571429,0.7857142857142857,0.125,0.6875,AFC West,AFC South,0,0.633622876,0.366377124,0
2019-01-12,2018,19,1,KC,31.0,13.0,IND,KC,-4.0,54.0,Arrowhead Stadium,0,32.0,13.0,,,1,0,0.0,0.625,0.75,0.625,0.25,AFC West,AFC South,0,0.656752969,0.343247031,1
2019-10-06,2019,5,0,KC,13.0,19.0,IND,KC,-10.5,55.5,Arrowhead Stadium,0,,,,,1,0,0.0,,,0.75,0.625,AFC West,AFC South,0,0.757075939,0.242924061,0
2008-09-14,2008,2,0,MIN,15.0,18.0,IND,IND,-1.0,43.5,Hubert H. Humphrey Metrodome,0,72.0,0.0,,DOME,0,1,0.0,0.0,0.0,0.5,0.8125,NFC North,AFC South,0,0.454738848,0.545261152,0
2016-12-18,2016,15,0,MIN,6.0,34.0,IND,MIN,-5.0,44.5,U.S. Bank Stadium,0,72.0,0.0,,DOME,1,0,0.0,0.46153846153846156,0.5384615384615384,0.6875,0.5,NFC North,AFC South,0,0.680697893,0.319302107,0
2001-09-09,2001,1,0,NYJ,24.0,45.0,IND,IND,-1.5,44.5,Giants Stadium,0,76.0,12.0,70.0,,0,1,1.0,0.0,0.0,0.5625,0.625,AFC East,AFC South,0,0.529579542,0.470420458,0
2003-01-04,2002,18,1,NYJ,41.0,0.0,IND,NYJ,-6.0,42.0,Giants Stadium,0,,,,,1,0,0.0,0.625,0.5625,0.625,0.375,AFC East,AFC South,0,0.690359478,0.309640522,1
2006-10-01,2006,4,0,NYJ,28.0,31.0,IND,IND,-8.0,46.0,Giants Stadium,0,66.0,13.0,63.0,,0,1,1.0,1.0,0.6666666666666666,0.25,0.875,AFC East,AFC South,0,0.335766968,0.664233032,0
2012-10-14,2012,6,0,NYJ,35.0,9.0,IND,NYJ,-3.0,44.0,MetLife Stadium,0,70.0,11.0,,,1,0,0.0,0.5,0.4,0.5,0.125,AFC East,AFC South,0,0.686023823,0.313976177,1
2016-12-05,2016,13,0,NYJ,10.0,41.0,IND,NYJ,-1.0,48.5,MetLife Stadium,0,43.0,2.0,,,1,0,1.0,0.45454545454545453,0.2727272727272727,0.625,0.5,AFC East,AFC South,0,0.577206567,0.422793433,0
2018-10-14,2018,6,0,NYJ,42.0,34.0,IND,NYJ,-2.5,47.5,MetLife Stadium,0,60.0,7.0,,,1,0,1.0,0.2,0.4,0.3125,0.25,AFC East,AFC South,0,0.667439405,0.332560595,1
2002-11-10,2002,10,0,PHI,13.0,35.0,IND,PHI,-9.5,41.5,Veterans Stadium,0,63.0,12.0,75.0,,1,0,1.0,0.5,0.75,0.6875,0.375,NFC East,AFC South,0,0.830169959,0.169830041,0
2010-11-07,2010,9,0,PHI,26.0,24.0,IND,PHI,-3.0,47.0,Lincoln Financial Field,0,52.0,1.0,34.0,,1,0,1.0,0.7142857142857143,0.5714285714285714,0.6875,0.875,NFC East,AFC South,0,0.487121325,0.512878675,1
2018-09-23,2018,3,0,PHI,20.0,16.0,IND,PHI,-6.5,45.5,Lincoln Financial Field,0,61.0,5.0,,Rain,1,0,0.0,0.5,0.5,0.8125,0.25,NFC East,AFC South,0,0.829402982,0.170597018,1
2007-11-11,2007,10,0,LAC,23.0,21.0,IND,IND,-3.5,47.5,Qualcomm Stadium,0,59.0,5.0,74.0,,0,1,0.0,0.875,0.5,0.875,0.75,AFC West,AFC South,0,0.374649955,0.625350045,1
2008-11-23,2008,12,0,LAC,20.0,23.0,IND,LAC,-3.0,49.0,Qualcomm Stadium,0,60.0,4.0,81.0,,1,0,0.0,0.6,0.4,0.6875,0.8125,AFC West,AFC South,0,0.527360452,0.472639548,0
2009-01-03,2008,18,1,LAC,23.0,17.0,IND,IND,-2.5,50.0,Qualcomm Stadium,0,,,,,0,1,0.0,0.75,0.5,0.6875,0.8125,AFC West,AFC South,0,0.452456098,0.547543902,1
2013-10-14,2013,6,0,LAC,19.0,9.0,IND,PICK,0.0,50.5,Qualcomm Stadium,0,69.0,3.0,69.0,,0,0,0.0,0.8,0.4,0.4375,0.6875,AFC West,AFC South,0,0.432141023,0.567858977,1
2019-09-08,2019,1,0,LAC,30.0,24.0,IND,LAC,-6.0,44.5,StubHub Center,0,,,,,1,0,1.0,,,0.75,0.625,AFC West,AFC South,0,0.626264467,0.373735533,1
2005-10-09,2005,5,0,SF,3.0,28.0,IND,IND,-14.0,47.0,Candlestick Park,0,58.0,15.0,70.0,,0,1,0.0,1.0,0.25,0.125,0.75,NFC West,AFC South,0,0.163585263,0.836414737,0
2013-09-22,2013,3,0,SF,7.0,27.0,IND,SF,-10.0,47.0,Candlestick Park,0,66.0,5.0,63.0,,1,0,0.0,0.5,0.5,0.7333333333333333,0.6875,NFC West,AFC South,0,0.734700992,0.265299008,0
2021-10-24,2021,7,0,SF,18.0,30.0,IND,SF,-3.5,41.5,Levi's Stadium,0,,,,,1,0,1.0,,,,,NFC West,AFC South,0,0.52700091,0.47299909,0
2002-12-08,2002,14,0,TEN,27.0,17.0,IND,IND,-1.0,43.0,Nissan Stadium,0,35.0,6.0,82.0,,0,1,1.0,0.6666666666666666,0.5833333333333334,0.4375,0.375,AFC South,AFC South,1,0.572697583,0.427302417,1
2003-12-07,2003,14,0,TEN,27.0,29.0,IND,TEN,-3.5,46.5,Nissan Stadium,0,35.0,3.0,75.0,,1,0,1.0,0.75,0.75,0.6875,0.625,AFC South,AFC South,1,0.655672365,0.344327635,0
2004-09-19,2004,2,0,TEN,17.0,31.0,IND,IND,-1.5,47.0,Nissan Stadium,0,67.0,10.0,55.0,,0,1,1.0,0.0,1.0,0.75,0.75,AFC South,AFC South,1,0.665556669,0.334443331,0
2005-10-02,2005,4,0,TEN,10.0,31.0,IND,IND,-7.0,45.0,Nissan Stadium,0,75.0,6.0,70.0,,0,1,0.0,1.0,0.3333333333333333,0.3125,0.75,AFC South,AFC South,1,0.306187335,0.693812665,0
2006-12-03,2006,13,0,TEN,20.0,17.0,IND,IND,-7.5,46.5,Nissan Stadium,0,38.0,10.0,55.0,,0,1,0.0,0.9090909090909091,0.36363636363636365,0.25,0.875,AFC South,AFC South,1,0.227309697,0.772690303,1
2007-09-16,2007,2,0,TEN,20.0,22.0,IND,IND,-7.0,46.0,Nissan Stadium,0,64.0,5.0,41.0,,0,1,0.0,1.0,1.0,0.5,0.75,AFC South,AFC South,1,0.373306305,0.626693695,0
2008-10-27,2008,8,0,TEN,31.0,21.0,IND,TEN,-4.0,41.5,Nissan Stadium,0,50.0,13.0,38.0,,1,0,1.0,0.5,1.0,0.625,0.8125,AFC South,AFC South,1,0.654010864,0.345989136,1
2009-10-11,2009,5,0,TEN,9.0,31.0,IND,IND,-3.5,44.0,Nissan Stadium,0,60.0,7.0,75.0,,0,1,0.0,1.0,0.0,0.8125,0.75,AFC South,AFC South,1,0.369843731,0.630156269,0
2010-12-09,2010,14,0,TEN,28.0,30.0,IND,IND,-4.0,44.0,Nissan Stadium,0,41.0,6.0,46.0,,0,1,1.0,0.5,0.4166666666666667,0.5,0.875,AFC South,AFC South,1,0.466822519,0.533177481,0
2011-10-30,2011,8,0,TEN,27.0,10.0,IND,TEN,-7.5,43.5,Nissan Stadium,0,62.0,0.0,35.0,,1,0,0.0,0.0,0.5,0.375,0.625,AFC South,AFC South,1,0.668911721,0.331088279,1
2012-10-28,2012,8,0,TEN,13.0,19.0,IND,TEN,-3.0,47.0,Nissan Stadium,0,57.0,12.0,49.0,,1,0,0.0,0.5,0.42857142857142855,0.5625,0.125,AFC South,AFC South,1,0.672993761,0.327006239,0
2013-11-14,2013,11,0,TEN,27.0,30.0,IND,IND,-3.0,42.0,Nissan Stadium,0,44.0,5.0,36.0,,0,1,1.0,0.6666666666666666,0.4444444444444444,0.375,0.6875,AFC South,AFC South,1,0.482776285,0.517223715,0
2014-12-28,2014,17,0,TEN,10.0,27.0,IND,IND,-7.5,46.5,Nissan Stadium,0,41.0,5.0,,,0,1,0.0,0.6666666666666666,0.13333333333333333,0.4375,0.6875,AFC South,AFC South,1,0.19967691,0.80032309,0
2015-09-27,2015,3,0,TEN,33.0,35.0,IND,IND,-3.5,46.5,Nissan Stadium,0,77.0,4.0,,,0,1,1.0,0.0,0.5,0.125,0.6875,AFC South,AFC South,1,0.378396534,0.621603466,0
2016-10-23,2016,7,0,TEN,26.0,34.0,IND,TEN,-4.0,48.0,Nissan Stadium,0,71.0,5.0,,,1,0,1.0,0.3333333333333333,0.5,0.1875,0.5,AFC South,AFC South,1,0.477248426,0.522751574,0
2017-10-16,2017,6,0,TEN,36.0,22.0,IND,TEN,-7.0,46.0,LP Stadium,0,55.0,6.0,,,1,0,1.0,0.4,0.4,0.5625,0.5,AFC South,AFC South,1,0.587739059,0.412260941,1
2018-12-30,2018,17,0,TEN,17.0,33.0,IND,IND,-5.5,42.5,Nissan Stadium,0,53.0,4.0,,,0,1,1.0,0.6,0.6,0.5625,0.25,AFC South,AFC South,1,0.621960634,0.378039366,0
2019-09-15,2019,2,0,TEN,17.0,19.0,IND,TEN,-3.5,43.5,Nissan Stadium,0,,,,,1,0,0.0,,,0.5625,0.625,AFC South,AFC South,1,0.601295419,0.398704581,0
2020-11-12,2020,10,0,TEN,17.0,34.0,IND,TEN,-1.0,48.5,Nissan Stadium,0,,,,,1,0,1.0,,,,,AFC South,AFC South,1,0.683859304,0.316140696,0
2021-09-26,2021,3,0,TEN,25.0,16.0,IND,TEN,-5.0,47.0,Nissan Stadium,0,,,,,1,0,0.0,,,,,AFC South,AFC South,1,0.607600024,0.392399976,1
2022-10-23,2022,7,0,TEN,19.0,10.0,IND,TEN,-2.5,42.5,Nissan Stadium,0,,,,,1,0,0.0,,,,,AFC South,AFC South,1,0.66578125,0.33421875,1
2002-11-24,2002,12,0,DEN,20.0,23.0,IND,DEN,-6.0,43.0,Sports Authority Field at Mile High,0,27.0,13.0,76.0,,1,0,0.0,0.6,0.7,0.5,0.375,AFC West,AFC South,0,0.654500469,0.345499531,0
2005-01-02,2004,17,0,DEN,33.0,14.0,IND,DEN,-10.0,44.0,Sports Authority Field at Mile High,0,28.0,8.0,70.0,,1,0,1.0,0.8,0.6,0.625,0.75,AFC West,AFC South,0,0.371956539,0.628043461,1
2006-10-29,2006,8,0,DEN,31.0,34.0,IND,DEN,-3.0,39.5,Sports Authority Field at Mile High,0,55.0,14.0,26.0,,1,0,1.0,1.0,0.8333333333333334,0.8125,0.875,AFC West,AFC South,0,0.558898835,0.441101165,0
2010-09-26,2010,3,0,DEN,13.0,27.0,IND,IND,-6.0,47.0,Sports Authority Field at Mile High,0,85.0,6.0,12.0,,0,1,0.0,0.5,0.5,0.5,0.875,AFC West,AFC South,0,0.40259111,0.59740889,0
2014-09-07,2014,1,0,DEN,31.0,24.0,IND,DEN,-8.0,55.0,Sports Authority Field at Mile High,0,70.0,6.0,,,1,0,0.0,0.0,0.0,0.8125,0.6875,AFC West,AFC South,0,0.702028492,0.297971508,1
2015-01-11,2014,19,1,DEN,13.0,24.0,IND,DEN,-9.5,53.5,Sports Authority Field at Mile High,0,40.0,7.0,,,1,0,0.0,0.6875,0.75,0.8125,0.6875,AFC West,AFC South,0,0.686712804,0.313287196,0
2016-09-18,2016,2,0,DEN,34.0,20.0,IND,DEN,-6.0,47.0,Sports Authority Field at Mile High,0,86.0,1.0,,,1,0,1.0,0.0,1.0,0.75,0.5,AFC West,AFC South,0,0.800943965,0.199056035,1
2022-10-06,2022,5,0,DEN,9.0,12.0,IND,DEN,-3.0,42.0,Empower Field at Mile High,0,,,,,1,0,0.0,,,,,AFC West,AFC South,0,0.533702608,0.466297392,0
2009-09-27,2009,3,0,ARI,10.0,31.0,IND,ARI,-3.0,49.0,University of Phoenix Stadium,0,72.0,0.0,,DOME,1,0,0.0,1.0,0.5,0.5625,0.75,NFC West,AFC South,0,0.477948353,0.522051647,0
2013-11-24,2013,12,0,ARI,40.0,11.0,IND,ARI,-3.0,44.5,University of Phoenix Stadium,0,72.0,0.0,,DOME,1,0,1.0,0.7,0.6,0.3125,0.6875,NFC West,AFC South,0,0.516969289,0.483030711,1
2021-12-25,2021,16,0,ARI,16.0,22.0,IND,ARI,-3.0,48.0,State Farm Stadium,0,72.0,0.0,,DOME,1,0,0.0,,,,,NFC West,AFC South,0,0.476154589,0.523845411,0
2007-11-22,2007,12,0,ATL,13.0,31.0,IND,IND,-14.0,42.5,Georgia Dome,0,72.0,0.0,,DOME,0,1,1.0,0.8,0.3,0.4375,0.75,NFC South,AFC South,0,0.169641835,0.830358165,0
2015-11-22,2015,11,0,ATL,21.0,24.0,IND,ATL,-3.5,47.5,Georgia Dome,0,72.0,0.0,,DOME,1,0,0.0,0.4444444444444444,0.6666666666666666,0.375,0.6875,NFC South,AFC South,0,0.575999511,0.424000489,0
2004-11-21,2004,11,0,CHI,10.0,41.0,IND,IND,-8.0,44.5,Soldier Field,0,42.0,8.0,64.0,,0,1,1.0,0.6666666666666666,0.4444444444444444,0.4375,0.75,NFC North,AFC South,0,0.385459094,0.614540906,0
2012-09-09,2012,1,0,CHI,41.0,21.0,IND,CHI,-10.0,42.5,Soldier Field,0,70.0,11.0,66.0,,1,0,1.0,0.0,0.0,0.5,0.125,NFC North,AFC South,0,0.717643049,0.282356951,1
2020-10-04,2020,4,0,CHI,11.0,19.0,IND,IND,-3.0,43.0,Soldier Field,0,,,,,0,1,0.0,,,,,NFC North,AFC South,0,0.656450147,0.343549853,0
2001-12-10,2001,13,0,MIA,41.0,6.0,IND,MIA,-5.0,45.0,Sun Life Stadium,0,76.0,11.0,79.0,,1,0,1.0,0.36363636363636365,0.7272727272727273,0.6875,0.625,AFC East,AFC South,0,0.757260563,0.242739437,1
2003-11-02,2003,9,0,MIA,17.0,23.0,IND,MIA,-3.0,39.5,Sun Life Stadium,0,77.0,11.0,78.0,,1,0,1.0,0.8571428571428571,0.7142857142857143,0.5625,0.625,AFC East,AFC South,0,0.593835947,0.406164053,0
2009-09-21,2009,2,0,MIA,23.0,27.0,IND,IND,-3.0,41.0,Sun Life Stadium,0,85.0,9.0,72.0,,0,1,1.0,1.0,0.0,0.6875,0.75,AFC East,AFC South,0,0.415307639,0.584692361,0
2015-12-27,2015,16,0,MIA,12.0,18.0,IND,MIA,-2.5,44.0,Sun Life Stadium,0,81.0,13.0,,,1,0,0.0,0.42857142857142855,0.35714285714285715,0.5,0.6875,AFC East,AFC South,0,0.495842491,0.504157509,0
2021-10-03,2021,4,0,MIA,17.0,27.0,IND,MIA,-2.5,41.5,Hard Rock Stadium,0,,,,,1,0,1.0,,,,,AFC East,AFC South,0,0.58524959,0.41475041,0
2001-09-30,2001,3,0,NE,44.0,13.0,IND,IND,-11.5,45.0,Foxboro Stadium,0,55.0,22.0,69.0,,0,1,1.0,1.0,0.0,0.3125,0.625,AFC East,AFC South,0,0.295856529,0.704143471,1
2004-01-18,2003,20,1,NE,24.0,14.0,IND,NE,-3.5,42.0,Gillette Stadium,0,,,,,1,0,0.0,0.75,0.875,0.5625,0.625,AFC East,AFC South,0,0.695085426,0.304914574,1
2004-09-09,2004,1,0,NE,27.0,24.0,IND,NE,-3.0,44.5,Gillette Stadium,0,71.0,14.0,90.0,,1,0,1.0,0.0,0.0,0.875,0.75,AFC East,AFC South,0,0.692377574,0.307622426,1
2005-01-16,2004,19,1,NE,20.0,3.0,IND,NE,-1.0,51.0,Gillette Stadium,0,,,,,1,0,0.0,0.75,0.875,0.875,0.75,AFC East,AFC South,0,0.688163655,0.311836345,1
2005-11-07,2005,9,0,NE,21.0,40.0,IND,IND,-3.0,46.5,Gillette Stadium,0,56.0,17.0,60.0,,0,1,1.0,1.0,0.5714285714285714,0.875,0.75,AFC East,AFC South,0,0.499363911,0.500636089,0
2006-11-05,2006,9,0,NE,20.0,27.0,IND,NE,-2.5,47.5,Gillette Stadium,0,40.0,7.0,53.0,,1,0,0.0,1.0,0.8571428571428571,0.625,0.875,AFC East,AFC South,0,0.575332566,0.424667434,0
2010-11-21,2010,11,0,NE,31.0,28.0,IND,NE,-4.5,50.0,Gillette Stadium,0,37.0,6.0,,,1,0,1.0,0.6666666666666666,0.7777777777777778,0.625,0.875,AFC East,AFC South,0,0.588623156,0.411376844,1
2011-12-04,2011,13,0,NE,31.0,24.0,IND,NE,-20.5,48.5,Gillette Stadium,0,54.0,10.0,,,1,0,1.0,0.0,0.7272727272727273,0.875,0.625,AFC East,AFC South,0,0.931980005,0.068019995,1
2012-11-18,2012,11,0,NE,59.0,24.0,IND,NE,-10.0,55.0,Gillette Stadium,0,42.0,1.0,62.0,,1,0,1.0,0.6666666666666666,0.6666666666666666,0.8125,0.125,AFC East,AFC South,0,0.842632298,0.157367702,1
2014-01-11,2013,19,1,NE,43.0,22.0,IND,NE,-7.0,51.0,Gillette Stadium,0,,,,,1,0,1.0,0.6875,0.75,0.75,0.6875,AFC East,AFC South,0,0.739125919,0.260874081,1
2015-01-18,2014,20,1,NE,45.0,7.0,IND,NE,-7.0,52.0,Gillette Stadium,0,51.0,15.0,,,1,0,0.0,0.6875,0.75,0.75,0.6875,AFC East,AFC South,0,0.671575857,0.328424143,1
2018-10-04,2018,5,0,NE,38.0,24.0,IND,NE,-10.5,49.5,Gillette Stadium,0,66.0,6.0,,,1,0,1.0,0.25,0.5,0.8125,0.25,AFC East,AFC South,0,0.828982906,0.171017094,1
2022-11-06,2022,9,0,NE,26.0,3.0,IND,NE,-5.0,40.0,Gillette Stadium,0,,,,,1,0,0.0,,,,,AFC East,AFC South,0,0.633388429,0.366611571,1
2005-12-24,2005,16,0,SEA,28.0,13.0,IND,SEA,-7.0,47.0,CenturyLink Field,0,55.0,8.0,88.0,,1,0,0.0,0.9285714285714286,0.8571428571428571,0.5625,0.75,NFC West,AFC South,0,0.426798181,0.573201819,1
2017-10-01,2017,4,0,SEA,46.0,17.0,IND,SEA,-13.0,41.5,CenturyLink Field,0,52.0,3.0,,,1,0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,NFC West,AFC South,0,0.69170342,0.30829658,1
2007-10-28,2007,8,0,CAR,7.0,31.0,IND,IND,-6.5,44.0,Bank of America Stadium,0,57.0,9.0,63.0,,0,1,0.0,1.0,0.6666666666666666,0.5,0.75,NFC South,AFC South,0,0.305523712,0.694476288,0
2015-11-02,2015,8,0,CAR,29.0,26.0,IND,CAR,-5.5,45.5,Bank of America Stadium,0,62.0,5.0,,Rain,1,0,1.0,0.42857142857142855,1.0,0.4666666666666667,0.6875,NFC South,AFC South,0,0.741865636,0.258134364,1
2006-09-10,2006,1,0,NYG,21.0,26.0,IND,IND,-3.0,47.5,Giants Stadium,0,72.0,10.0,59.0,,0,1,0.0,0.0,0.0,0.6875,0.875,NFC East,AFC South,0,0.429964107,0.570035893,0
2014-11-03,2014,9,0,NYG,24.0,40.0,IND,IND,-3.0,51.5,MetLife Stadium,0,53.0,8.0,,,0,1,1.0,0.625,0.42857142857142855,0.4375,0.6875,NFC East,AFC South,0,0.456459305,0.543540695,0
2001-12-30,2001,16,0,LAR,42.0,17.0,IND,LAR,-13.0,58.5,Edward Jones Dome,0,72.0,0.0,,DOME,1,0,1.0,0.35714285714285715,0.8571428571428571,0.625,0.625,NFC West,AFC South,0,0.851045018,0.148954982,1
2009-10-25,2009,7,0,LAR,6.0,42.0,IND,IND,-14.5,45.0,Edward Jones Dome,0,72.0,0.0,,DOME,0,1,1.0,1.0,0.0,0.125,0.75,NFC West,AFC South,0,0.116161075,0.883838925,0
2017-09-10,2017,1,0,LAR,46.0,9.0,IND,IND,-1.5,41.5,Los Angeles Memorial Coliseum,0,82.0,6.0,,,0,1,1.0,0.0,0.0,0.25,0.5,NFC West,AFC South,0,0.428651525,0.571348475,1
2002-10-27,2002,8,0,WAS,26.0,21.0,IND,WAS,-1.0,46.0,FedEx Field,0,58.0,8.0,74.0,,1,0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.375,NFC East,AFC South,0,0.545984709,0.454015291,1
2010-10-17,2010,6,0,WAS,24.0,27.0,IND,IND,-3.0,45.0,FedEx Field,0,70.0,7.0,46.0,,0,1,1.0,0.6,0.6,0.25,0.875,NFC East,AFC South,0,0.372914494,0.627085506,0
2018-09-16,2018,2,0,WAS,9.0,21.0,IND,WAS,-6.0,48.0,FedEx Field,0,71.0,5.0,,,1,0,0.0,0.0,1.0,0.4375,0.25,NFC East,AFC South,0,0.75049032,0.24950968,0
2001-11-18,2001,10,0,NO,34.0,20.0,IND,NO,-5.5,47.5,Louisiana Superdome,0,72.0,0.0,,DOME,1,0,1.0,0.5,0.5,0.625,0.625,NFC South,AFC South,0,0.546165925,0.453834075,1
2003-09-28,2003,4,0,NO,21.0,55.0,IND,IND,-1.5,42.0,Louisiana Superdome,0,72.0,0.0,,DOME,0,1,1.0,1.0,0.3333333333333333,0.5625,0.625,NFC South,AFC South,0,0.461326333,0.538673667,0
2011-10-23,2011,7,0,NO,62.0,7.0,IND,NO,-14.0,49.0,Louisiana Superdome,0,72.0,0.0,,DOME,1,0,1.0,0.0,0.6666666666666666,0.6875,0.625,NFC South,AFC South,0,0.788732675,0.211267325,1
2019-12-16,2019,15,0,NO,34.0,7.0,IND,NO,-8.5,49.0,Mercedes-Benz Superdome,0,72.0,0.0,,DOME,1,0,0.0,,,0.8125,0.625,NFC South,AFC South,0,0.764313431,0.235686569,1
2002-10-21,2002,7,0,PIT,28.0,10.0,IND,PIT,-4.5,46.0,Heinz Field,0,44.0,4.0,78.0,,1,0,0.0,0.8,0.4,0.8125,0.375,AFC North,AFC South,0,0.646345215,0.353654785,1
2008-11-09,2008,10,0,PIT,20.0,24.0,IND,PIT,-3.5,39.0,Heinz Field,0,41.0,10.0,66.0,,1,0,1.0,0.5,0.75,0.625,0.8125,AFC North,AFC South,0,0.64492942,0.35507058,0
2014-10-26,2014,8,0,PIT,51.0,34.0,IND,IND,-5.0,48.5,Heinz Field,0,56.0,7.0,,,0,1,1.0,0.7142857142857143,0.5714285714285714,0.5,0.6875,AFC North,AFC South,0,0.463542937,0.536457063,1
2015-12-06,2015,13,0,PIT,45.0,10.0,IND,PIT,-9.5,50.5,Heinz Field,0,35.0,2.0,,,1,0,1.0,0.5454545454545454,0.5454545454545454,0.6875,0.6875,AFC North,AFC South,0,0.611718173,0.388281827,1
2019-11-03,2019,9,0,PIT,26.0,24.0,IND,PIT,-1.0,40.0,Heinz Field,0,,,,,1,0,1.0,,,0.6,0.625,AFC North,AFC South,0,0.547947115,0.452052885,1
2020-12-27,2020,16,0,PIT,28.0,24.0,IND,IND,-1.0,42.5,Heinz Field,0,,,,,0,1,1.0,,,,,AFC North,AFC South,0,0.53792459,0.46207541,1
2003-10-06,2003,5,0,TB,35.0,38.0,IND,TB,-4.5,37.5,Raymond James Stadium,0,78.0,4.0,72.0,,1,0,1.0,1.0,0.6666666666666666,0.75,0.625,NFC South,AFC South,0,0.702513542,0.297486458,0
2011-10-03,2011,4,0,TB,24.0,17.0,IND,TB,-10.0,40.5,Raymond James Stadium,0,73.0,0.0,,,1,0,1.0,0.0,0.6666666666666666,0.625,0.625,NFC South,AFC South,0,0.648418824,0.351581176,1
2019-12-08,2019,14,0,TB,38.0,35.0,IND,TB,-3.0,46.5,Raymond James Stadium,0,,,,,1,0,1.0,,,0.3125,0.625,NFC South,AFC South,0,0.565384836,0.434615164,1
2004-11-25,2004,12,0,DET,9.0,41.0,IND,IND,-8.5,54.0,Ford Field,0,72.0,0.0,,DOME,0,1,0.0,0.7,0.4,0.3125,0.75,NFC North,AFC South,0,0.24773006,0.75226994,0
2012-12-02,2012,13,0,DET,33.0,35.0,IND,DET,-7.0,51.0,Ford Field,0,72.0,0.0,,DOME,1,0,1.0,0.6363636363636364,0.36363636363636365,0.625,0.125,NFC North,AFC South,0,0.594640983,0.405359017,0
2020-11-01,2020,8,0,DET,21.0,41.0,IND,IND,-3.0,49.5,Ford Field,0,72.0,0.0,,DOME,0,1,1.0,,,,,NFC North,AFC South,0,0.458264121,0.541735879,0
2002-09-22,2002,3,0,HOU,3.0,23.0,IND,IND,-10.5,38.0,Reliant Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.5,0.5,0.0,0.375,AFC South,AFC South,1,0.351234804,0.648765196,0
2003-12-28,2003,17,0,HOU,17.0,20.0,IND,IND,-9.0,46.5,Reliant Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.7333333333333333,0.3333333333333333,0.25,0.625,AFC South,AFC South,1,0.244929035,0.755070965,0
2004-12-12,2004,14,0,HOU,14.0,23.0,IND,IND,-10.0,57.0,Reliant Stadium,0,72.0,0.0,,DOME,0,1,0.0,0.75,0.4166666666666667,0.3125,0.75,AFC South,AFC South,1,0.250826062,0.749173938,0
